Student_ID	Program	Term	Course	Title	Grade	Credit_Hrs	Grade_Pts	Section	Int_Transfers	Notes_Codes
5000311	BSSWE	2019/WI	MATH*1013	INTRO TO CALCULUS II	C+	3.00	6.9	FR07B		
5000311	BSSWE	2019/WI	INFO*1103	DATA & INFORMATION MANAGEMENT	B	4.00	12.0	FR05B		
5000311	BSSWE	2019/FA	CS*1303	DISCRETE STRUCTURES	C-	4.00	13.20	FR01A		
5000311	BSSWE	2019/FA	ECE*2214	DIGITAL LOGIC DESIGN	F	3.00	0.0	FR01A		
5000311	BSSWE	2019/FA	ECE*2701	ELECTR.CIRCUITS & ELECTRONICS	C	4.00	8.0	FR02A		
5000311	BSSWE	2019/FA	ECE*2215	DIGITAL LOGIC DESIGN LAB	A	1.00	4.0	FR02A		
5000311	BSSWE	2019/FA	STAT*2593	PROB & STAT FOR ENG	B	3.00	9.0	FR01A		
5000311	BSSWE	2019/FA	CS*2043	SOFTWARE ENGINEERING I	C	4.00	8.0	FR01A		
5000311	BSSWE	2019/FA	CS*2613	PROG LANG LAB	C	4.00	8.0	FR01A		
5000311	BSSWE	2020/WI	CS*COOP	CO-OP WORK TERM		0.00		FR01B		
5000311	BSSWE	2020/SM	CS*2333	COMPUTAB.& FORMAL LANG.	B-	4.00	10.8	FRE1A		
5000311	BSSWE	2020/SM	CS*2263	SYSTEMS SOFTWARE DEVELOPMENT	A-	4.00	14.8	FRE1A		
5000311	BSSWE	2020/FA	CS*3113	INTRO TO NUMERICAL METHODS	W	3.00		FR01A		
5000311	BSSWE	2020/FA	ECE*2214	DIGITAL LOGIC DESIGN	A	3.00	12.0	FR01A		
5000311	BSSWE	2020/SM	HIST*3925	TECHNOLOGY AND SOCIETY	B+	3.00	9.9	FRE1A		
5000311	BSSWE	2020/FA	BIOL*1006	APPL IN BIOL PART I	B	2.00	6.0	FR01A		
5000311	BSSWE	2020/FA	BIOL*1001	BIOL PRINCIPLES I	C-	3.00	8.10	FR01A		
5000311	BSSWE	2020/FA	CS*3413	OPERATING SYSTEMS I	D	4.00	4.0	FR01A		
5000311	BSSWE	2020/FA	SWE*4103	SOFTWARE QUALITY & PROJ.MGMT.	B+	4.00	13.2	FR01A		
5000311	BSSWE	2021/WI	CE*3963	ENGINEERING ECONOMY	C	3.00	6.0	FR01B		
5000311	BSSWE	2021/WI	CS*2383	DATA STRUCTURES AND ALGORITHMS	B	4.00	12.0	FR01B		
5000311	BSSWE	2021/WI	CS*3113	INTRO TO NUMERICAL METHODS	B-	4.00	10.8	FR01B		
5000311	BSSWE	2021/WI	SWE*4403	SOFTWARE ARCH.& DESIGN PATTERN	C	4.00	8.0	FR01B		
5000311	BSSWE	2021/WI	ADM*1213	FINANCIAL ACCOUNTING	A+	3.00	12.9	FR02B		
5589869	BSSWE	2019/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		FR01A		
5589869	BSSWE	2019/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS	A	4.00	16.0	FR07A		
5589869	BSSWE	2019/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA	C	3.00	6.0	FR01A		
5589869	BSSWE	2019/FA	PHYS*1081	FOUNDATIONS OF PHYS FOR ENGG	A	5.00	20.0	FR02A		
5589869	BSSWE	2019/FA	MATH*1003	INTRO TO CALCULUS I	A-	3.00	11.1	FR06A		
5589869	BSSWE	2019/FA	CS*1073	INTR COMP PROG I (IN JAVA)	B+	4.00	13.2	FR01A		
5589869	BSSWE	2019/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL	A	2.00	8.0	FR08A		
5589869	BSSWE	2020/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	A	3.00	12.0	FR01B		
5589869	BSSWE	2020/WI	INFO*1103	DATA & INFORMATION MANAGEMENT	A-	4.00	14.8	FR02B		
5589869	BSSWE	2020/WI	CS*1083	INTRO COMP PROG II (IN JAVA)	C-	4.00	13.20	FR02B		
5589869	BSSWE	2020/WI	CHEM*1987	GENERAL APPLIED CHEMISTRY LAB	A+	2.00	8.6	FR03B		
5589869	BSSWE	2020/WI	ECE*1813	ELECTRICITY & MAGNETISM	A	4.00	16.0	FR01B		
5589869	BSSWE	2020/WI	MATH*1013	INTRO TO CALCULUS II	A	3.00	12.0	FR14B		
5589869	BSSWE	2020/SM	CS*COOP	CO-OP WORK TERM		0.00		FR01		
5589869	BSSWE	2020/SM	ADM*1213	FINANCIAL ACCOUNTING	A+	3.00	12.9	FRL		
5589869	BSSWE	2020/FA	CS*COOP	CO-OP WORK TERM		0.00		FR01A		
5589869	BSSWE	2020/FA	STAT*2593	PROB & STAT FOR ENG	A	3.00	12.0	FR02A		
5589869	BSSWE	2021/WI	CS*1303	DISCRETE STRUCTURES	A	4.00	16.0	FR01B		
5589869	BSSWE	2021/WI	CS*2043	SOFTWARE ENGINEERING I	A	4.00	16.0	FR01B		
5589869	BSSWE	2021/WI	ECE*2214	DIGITAL LOGIC DESIGN	A	3.00	12.0	FRE1B		
5589869	BSSWE	2021/WI	ECE*2215	DIGITAL LOGIC DESIGN LAB	W	1.00		FRE1B		
5589869	BSSWE	2021/WI	CS*2613	PROG LANG LAB	A	4.00	16.0	FR01B		
5589869	BSSWE	2021/SM	CS*2263	SYSTEMS SOFTWARE DEVELOPMENT	A+	4.00	17.2	FRE1A		
5589869	BSSWE	2021/SM	CS*2333	COMPUTAB.& FORMAL LANG.	A	4.00	16.0	FRE1A		
5589869	BSSWE	2021/SM	CE*3963	ENGINEERING ECONOMY		3.00		FRL		
5589869	BSSWE	2021/FA	ECE*2021	ELECTRICAL DESIGN EXPER & MEAS		2.00		FR02A		
5589869	BSSWE	2021/FA	CS*2383	DATA STRUCTURES AND ALGORITHMS		4.00		FR01A		
5589869	BSSWE	2022/WI	APSC*2023	SURVEY OF 19TH & 20TH C PHYSIC		3.00		FR01B		
5589869	BSSWE	2022/WI	APSC*2028	SURV.OF 19TH & 20TH C.PHYS.LAB		2.00		FR02B		
5589869	BSSWE	2022/WI	CS*2413	INFORMATION SECURITY		4.00		FR01B		
5589869	BSSWE	2022/WI	SOCI*2534	TECHNOLOGY AND SOCIAL CHANGE		3.00		FR01B		
5589869	BSSWE	2021/FA	ECE*2701	ELECTR.CIRCUITS & ELECTRONICS		4.00		FR01A		
5589869	BSSWE	2021/FA	ECE*3221	COMPUTER ORGANIZATION		4.00		FR02A		
5589869	BSSWE	2021/FA	ECE*2215	DIGITAL LOGIC DESIGN LAB		1.00		FR02A		
5901326	BSSWE	2020/FA	CS*1073	INTR COMP PROG I (IN JAVA)	A	4.00	16.0	FR01A		
5901326	BSSWE	2020/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		FR01A		
5901326	BSSWE	2020/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL	A-	2.00	7.4	FR08A		
5901326	BSSWE	2020/FA	MATH*1003	INTRO TO CALCULUS I	A+	3.00	12.9	FR12A		
5901326	BSSWE	2020/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA	A-	3.00	11.1	FR01A		
5901326	BSSWE	2020/FA	PHYS*1081	FOUNDATIONS OF PHYS FOR ENGG	A	5.00	20.0	FR01A		
5901326	BSSWE	2020/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS	A	4.00	16.0	FR06A		
5901326	BSSWE	2021/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	A	3.00	12.0	FR01B		
5901326	BSSWE	2021/WI	CS*1083	INTRO COMP PROG II (IN JAVA)	C-	4.00	9.20	FR03B		
5901326	BSSWE	2021/WI	CS*1103	INTRODUCTION TO DATABASES	A-	4.00	14.8	FR04B		
5901326	BSSWE	2021/WI	ECE*1813	ELECTRICITY & MAGNETISM	B	4.00	12.0	FR01B		
5901326	BSSWE	2021/WI	MATH*1013	INTRO TO CALCULUS II	A	3.00	12.0	FR01B		
5901326	BSSWE	2021/WI	CHEM*1985	GENERAL APPLIED CHEMISTRY LAB	B+	2.00	6.6	FR03B		
5901326	BSSWE	2021/FA	CS*COOP	CO-OP WORK TERM		0.00		FR01A		
5121061	BSE.UNDC	2016/FA	CS*1003	PROG & PROBLEM SOLVING FOR ENG	B	4.00	12.0	FR01A		
5121061	BSE.UNDC	2016/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		FR01A	BSSWE	
5121061	BSE.UNDC	2016/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS	A+	4.00	17.2	FR01A	BSSWE	
5121061	BSE.UNDC	2016/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL	B-	2.00	5.4	FR02A	BSSWE	
5121061	BSE.UNDC	2016/FA	MATH*1003	INTRO TO CALCULUS I	B+	3.00	9.9	FR02A	BSSWE	
5121061	BSE.UNDC	2016/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA	B+	3.00	9.9	FR01A	BSSWE	
5121061	BSE.UNDC	2016/FA	PHYS*1081	FOUNDATIONS OF PHYS FOR ENGG	A	5.00	20.0	FR02A	BSSWE	
5121061	BSE.EE	2017/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	A	3.00	12.0	FR01B	BSSWE	
5121061	BSE.EE	2017/WI	ECE*1813	ELECTRICITY & MAGNETISM	B	4.00	12.0	FR01B	BSSWE	
5121061	BSE.EE	2017/WI	ENGG*1082	MECHANICS FOR ENGINEERS	A+	4.00	17.2	FR03B		
5121061	BSE.EE	2017/WI	CHEM*1987	GENERAL APPLIED CHEMISTRY LAB	B	2.00	6.0	FR01B	BSSWE	
5121061	BSE.EE	2017/WI	MATH*1013	INTRO TO CALCULUS II	B	3.00	9.0	FR07B	BSSWE	
5121061	BSE.EE	2017/WI	CLAS*1413	THE ROMANS	A-	3.00	11.1	FR01B	BSSWE	
5121061	BSE.EE	2017/FA	ECE*2711	ELECTRIC CIRCUITS	C+	4.00	9.2	FR01A	BSSWE	
5121061	BSE.EE	2017/FA	CS*1023	DATA STRUCTURES & ALGORITHMS	B	4.00	12.0	FR01A		
5121061	BSE.EE	2017/FA	ECE*2215	DIGITAL LOGIC DESIGN LAB	D	1.00	1.0	FR01A		
5121061	BSE.EE	2017/FA	ECE*2214	DIGITAL LOGIC DESIGN	C	3.00	6.0	FR01A	BSSWE	
5121061	BSE.EE	2017/FA	MATH*2513	MULTIVARIABLE CALC.FOR ENG.	A-	4.00	14.8	FR01A		
5121061	BSE.EE	2017/FA	PHYS*2341	THERMAL PHYSICS	B+	3.00	9.9	FR01A	BSSWE	
5121061	BSE.EE	2018/WI	MATH*3503	DIFF EQUATS FOR ENG	B	3.00	9.0	FR01B		
5121061	BSE.EE	2018/WI	APSC*2023	SURVEY OF 19TH & 20TH C PHYSIC	B	3.00	9.0	FR01B	BSSWE	
5121061	BSE.EE	2018/WI	APSC*2028	SURV.OF 19TH & 20TH C.PHYS.LAB	B+	2.00	6.6	FR01B	BSSWE	
5121061	BSE.EE	2018/WI	ECE*2722	CIRCUITS AND SYSTEMS	B-	4.00	10.8	FR02B		
5121061	BSE.EE	2018/WI	CS*3113	INTRO TO NUMERICAL METHODS	C	4.00	8.0	FR01B	BSSWE	
5121061	BSE.EE	2018/WI	STAT*2593	PROB & STAT FOR ENG	C	3.00	6.0	FR01B	BSSWE	
5121061	BSE.EE	2018/WI	SOCI*2533	INFORMATION SOCIETY	C+	3.00	6.9	FR01B	BSSWE	
5121061	BSE.EE	2018/WI	ECE*2215	DIGITAL LOGIC DESIGN LAB	A	1.00	4.0	FRE1B	BSSWE	
5121061	BSE.EE	2018/FA	ECE*3111	ELECTRONICS I	C	4.00	8.0	FR02A		
5121061	BSE.EE	2018/FA	ECE*3221	COMPUTER ORGANIZATION	B	4.00	12.0	FR02A		
5121061	BSE.EE	2018/FA	ECE*3511	SIGNALS	W	4.00		FR02A		
5121061	BSE.EE	2018/FA	ECE*3612	ELECTRIC MACHINES & DESIGN	B+	4.00	13.2	FR02A		
5121061	BSE.EE	2018/FA	ECE*3821	ELECTROMAGNETICS I	B+	4.00	13.2	FR01A		
5121061	BSSWE	2019/WI	PSYC*1023	INTRO. TO PSYCHOLOGY II	B+	3.00	9.9	FR02B		
5121061	BSSWE	2019/WI	HIST*1815	MILITARY HIST.FROM PLATO-NATO	A-	3.00	11.1	FR01B		
5121061	BSSWE	2019/WI	CS*1073	INTR COMP PROG I (IN JAVA)	C+	4.00	9.2	FR02B		
5121061	BSSWE	2019/WI	ECE*3232	EMBEDDED SYSTEMS DESIGN	B	4.00	12.0	FR01B		
5121061	BSSWE	2019/WI	CE*3963	ENGINEERING ECONOMY	B-	3.00	8.1	FR01B		
5121061	BSSWE	2019/FA	CS*1083	INTRO COMP PROG II (IN JAVA)	A	4.00	16.0	FR01A		
5121061	BSSWE	2019/FA	CS*1303	DISCRETE STRUCTURES	A	4.00	16.0	FR01A		
5121061	BSSWE	2019/FA	INFO*1103	DATA & INFORMATION MANAGEMENT	B-	4.00	10.8	FR01A		
5121061	BSSWE	2019/FA	ECE*4251	REAL TIME SYSTEMS	B+	4.00	13.2	FR01A		
5121061	BSSWE	2020/WI	CS*2043	SOFTWARE ENGINEERING I	A-	4.00	14.8	FR01B		
5121061	BSSWE	2020/WI	CS*2333	COMPUTAB.& FORMAL LANG.	A	4.00	16.0	FR01B		
5121061	BSSWE	2020/WI	CS*2263	SYSTEMS SOFTWARE DEVELOPMENT	A+	4.00	17.2	FR01B		
5121061	BSSWE	2020/WI	CS*2383	DATA STRUCTURES AND ALGORITHMS	A+	4.00	17.2	FR01B		
5121061	BSSWE	2020/FA	CS*2613	PROG LANG LAB	C+	4.00	9.2	FR01A		
5121061	BSSWE	2020/FA	CS*3383	ALGORITHM DESIGN & ANALYSIS	C	4.00	8.0	FR01A		
5121061	BSSWE	2020/FA	SWE*4103	SOFTWARE QUALITY & PROJ.MGMT.	A	4.00	16.0	FR01A		
5121061	BSSWE	2020/FA	CS*2413	INFORMATION SECURITY	A-	4.00	14.8	FR01A		
5121061	BSSWE	2020/FA	CS*3035	BUILDING USER INTERFACES	A	3.00	12.0	FR02A		
5121061	BSSWE	2021/WI	CS*3503	SYST. ANAL., DESIGN & PRO.MGMT	A	4.00	16.0	FR01B		
5121061	BSSWE	2021/WI	ECE*4242	COMPUTER ARCHITECTURE	C+	4.00	9.2	FR01B		
5121061	BSSWE	2021/WI	SWE*4403	SOFTWARE ARCH.& DESIGN PATTERN	B+	4.00	13.2	FR01B		
5121061	BSSWE	2021/WI	SWE*4203	SOFTWARE EVOL'N.& MAINTENANCE	A	4.00	16.0	FR01B		
5121061	BSSWE	2021/FA	ENGG*4000	SENIOR DESIGN PROJECT		0.00		FR01X		
5121061	BSSWE	2022/WI	ENGG*4000	SENIOR DESIGN PROJECT		8.00		FR01Y		
5121061	BSSWE	2021/SM	CS*COOP	CO-OP WORK TERM		0.00		FR01		
5121061	BSSWE	2021/FA	CS*PEP	PROF.EXPER.PROG.		0.00		FR01A		
5393022	BSE.UNDC	2018/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		FR01A	BSSWE	
5393022	BSE.UNDC	2018/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS	A	4.00	16.0	FR09A	BSSWE	
5393022	BSE.UNDC	2018/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL	A-	2.00	7.4	FR09A	BSSWE	
5393022	BSE.UNDC	2018/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA	A	3.00	12.0	FR01A	BSSWE	
5393022	BSE.UNDC	2018/FA	PHYS*1081	FOUNDATIONS OF PHYS FOR ENGG	A	5.00	20.0	FR01A	BSSWE	
5393022	BSE.UNDC	2018/FA	MATH*1003	INTRO TO CALCULUS I	A-	3.00	11.1	FRCH	BSSWE	
5393022	BSE.UNDC	2018/FA	MATH*1013	INTRO TO CALCULUS II	A-	3.00	11.1	FR02A	BSSWE	
5393022	BSE.UNDC	2018/FA	CS*1003	PROG & PROBLEM SOLVING FOR ENG	A+	4.00	17.2	FR01A	BSSWE	
5393022	BSSWE	2019/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	A	3.00	12.0	FR01B		
5393022	BSSWE	2019/WI	CS*1073	INTR COMP PROG I (IN JAVA)	A	4.00	16.0	FR01B		
5393022	BSSWE	2019/WI	ECE*1813	ELECTRICITY & MAGNETISM	A+	4.00	17.2	FR03B		
5393022	BSSWE	2019/WI	STAT*2593	PROB & STAT FOR ENG	A	3.00	12.0	FR02B		
5393022	BSSWE	2019/WI	CHEM*1987	GENERAL APPLIED CHEMISTRY LAB	A+	2.00	8.6	FR04B		
5393022	BSSWE	2019/WI	ECE*2215	DIGITAL LOGIC DESIGN LAB	A	1.00	4.0	FRE1B		
5393022	BSSWE	2019/WI	ECE*2214	DIGITAL LOGIC DESIGN	A-	3.00	11.1	FRE1B		
5393022	BSSWE	2019/WI	CS*1303	DISCRETE STRUCTURES	A	4.00	16.0	FR01B		
5393022	BSSWE	2019/SM	CS*1083	INTRO COMP PROG II (IN JAVA)	A	4.00	16.0	FRE1A		
5393022	BSSWE	2019/FA	ECE*2701	ELECTR.CIRCUITS & ELECTRONICS	A+	4.00	17.2	FR02A		
5393022	BSSWE	2019/FA	INFO*1103	DATA & INFORMATION MANAGEMENT	A-	4.00	14.8	FR01A		
5393022	BSSWE	2019/FA	CS*2043	SOFTWARE ENGINEERING I	A	4.00	16.0	FR01A		
5393022	BSSWE	2019/FA	CS*3113	INTRO TO NUMERICAL METHODS	A+	3.00	12.9	FR01A		
5393022	BSSWE	2019/FA	PHYS*2311	MECHANICS I	A+	4.00	17.2	FR01A		
5393022	BSSWE	2019/FA	MATH*2513	MULTIVARIABLE CALC.FOR ENG.	A	4.00	16.0	FR01A		
5393022	BSSWE	2020/WI	CS*COOP	CO-OP WORK TERM		0.00		FR01B		
5393022	BSSWE	2020/SM	CS*2333	COMPUTAB.& FORMAL LANG.	A	4.00	16.0	FRE1A		
5393022	BSSWE	2020/SM	ECE*3221	COMPUTER ORGANIZATION	A	4.00	16.0	FRE1A		
5393022	BSSWE	2020/SM	CS*2263	SYSTEMS SOFTWARE DEVELOPMENT	A-	4.00	14.8	FRE1A		
5393022	BSSWE	2020/SM	HIST*3925	TECHNOLOGY AND SOCIETY	A	3.00	12.0	FRE1A		
5393022	BSSWE	2020/SM	CS*2704	DATA ANALYTICS USING PYTHON	A+	4.00	17.2	SJ01H		
5393022	BSSWE	2020/SM	CE*3963	ENGINEERING ECONOMY	C-	3.00	9.90	FRL		
5393022	BSSWE	2020/FA	CS*COOP	CO-OP WORK TERM		0.00		FR01A		
5393022	BSSWE	2021/WI	CS*2613	PROG LANG LAB	A	4.00	16.0	FR01B		
5393022	BSSWE	2021/WI	CS*2383	DATA STRUCTURES AND ALGORITHMS	A	4.00	16.0	FR01B		
5393022	BSSWE	2021/WI	CS*3503	SYST. ANAL., DESIGN & PRO.MGMT	A-	4.00	14.8	FR01B		
5393022	BSSWE	2021/WI	CS*3413	OPERATING SYSTEMS I	A-	4.00	14.8	FR01B		
5393022	BSSWE	2021/WI	TME*3313	MANAGING ENG & IT PROJECTS	A+	3.00	12.9	FR01B		
5393022	BSSWE	2021/FA	CS*3383	ALGORITHM DESIGN & ANALYSIS		4.00		FR01A		
5393022	BSSWE	2021/FA	SWE*4103	SOFTWARE QUALITY & PROJ.MGMT.		4.00		FR01A		
5393022	BSSWE	2021/FA	TME*3013	ENTREPRENEURIAL FINANCE		3.00		FR01A		
5393022	BSSWE	2021/FA	TME*3413	TECH CREATIVITY & INNOVATION		3.00		FR01A		
5393022	BSSWE	2022/WI	ECE*3232	EMBEDDED SYSTEMS DESIGN		4.00		FR01B		
5393022	BSSWE	2022/WI	ECE*4242	COMPUTER ARCHITECTURE		4.00		FR01B		
5393022	BSSWE	2022/WI	SWE*4203	SOFTWARE EVOL'N.& MAINTENANCE		4.00		FR01B		
5393022	BSSWE	2022/WI	SWE*4403	SOFTWARE ARCH.& DESIGN PATTERN		4.00		FR01B		
5393022	BSSWE	2021/SM	CS*COOP	CO-OP WORK TERM		0.00		FR01		
5393022	BSSWE	2022/WI	ENGG*4000	SENIOR DESIGN PROJECT		8.00		FR01Y		
5393022	BSSWE	2021/FA	ENGG*4000	SENIOR DESIGN PROJECT		0.00		FR01X		
5659334	BSE.UNDC	2021/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	A+	3.00	12.9	FR01B		
5659334	BSE.UNDC	2020/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		FR01A		
5659334	BSE.UNDC	2020/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS	A	4.00	16.0	FR09A		
5659334	BSE.UNDC	2020/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL	A-	2.00	7.4	FR09A		
5659334	BSE.UNDC	2020/FA	MATH*1003	INTRO TO CALCULUS I	A	3.00	12.0	FR22A		
5659334	BSE.UNDC	2020/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA	A-	3.00	11.1	FR01A		
5659334	BSE.UNDC	2020/FA	PHYS*1081	FOUNDATIONS OF PHYS FOR ENGG	B	5.00	15.0	FR01A		
5659334	BSE.UNDC	2021/WI	MATH*1013	INTRO TO CALCULUS II	A	3.00	12.0	FR01B		
5659334	BSE.UNDC	2020/FA	CS*1003	PROG & PROBLEM SOLVING FOR ENG	A+	4.00	17.2	FR05A		
5659334	BSE.UNDC	2021/WI	CHEM*1985	GENERAL APPLIED CHEMISTRY LAB	A-	2.00	7.4	FR01B		
5659334	BSE.UNDC	2021/WI	CS*1303	DISCRETE STRUCTURES	A	4.00	16.0	FR01B		
5659334	BSE.UNDC	2021/WI	CS*1073	INTR COMP PROG I (IN JAVA)	B	4.00	12.0	FR04B		
5659334	BSE.UNDC	2021/WI	ECE*1813	ELECTRICITY & MAGNETISM	C	4.00	8.0	FR04B		
5659334	BSSWE	2021/FA	CS*1103	INTRODUCTION TO DATABASES		4.00		FR01A		
5659334	BSSWE	2021/FA	CS*1083	INTRO COMP PROG II (IN JAVA)		4.00		FR01A		
5659334	BSSWE	2021/FA	ECE*2214	DIGITAL LOGIC DESIGN		3.00		FR01A		
5659334	BSSWE	2021/FA	ECE*2215	DIGITAL LOGIC DESIGN LAB		1.00		FR01A		
5659334	BSSWE	2021/FA	ECE*2701	ELECTR.CIRCUITS & ELECTRONICS		4.00		FR01A		
5659334	BSSWE	2021/FA	SOCI*1503	SOCIOLOGICAL PERSPECTIVES		3.00		FR01A		
5659334	BSSWE	2022/WI	CS*2043	SOFTWARE ENGINEERING I		4.00		FR01B		
5659334	BSSWE	2022/WI	CS*2333	COMPUTAB.& FORMAL LANG.		4.00		FR01B		
5659334	BSSWE	2022/WI	CS*2613	PROG LANG LAB		4.00		FR01B		
5659334	BSSWE	2022/WI	STAT*2593	PROB & STAT FOR ENG		3.00		FR02B		
5836389	BSE.UNDC	2021/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	A	3.00	12.0	FR01B		
5836389	BSE.UNDC	2021/WI	PHYS*1061	INTRO PHYS (PHYS SCI INTER) I	A+	3.00	12.9	FR01B		
5836389	BSE.UNDC	2021/WI	CS*1003	PROG & PROBLEM SOLVING FOR ENG	A+	4.00	17.2	FR01B		
5836389	BSE.UNDC	2021/WI	MATH*1003	INTRO TO CALCULUS I	A	3.00	12.0	FR01B		
5836389	BSE.UNDC	2021/WI	CHEM*1985	GENERAL APPLIED CHEMISTRY LAB	A+	2.00	8.6	FR02B		
5836389	BSE.UNDC	2021/WI	HIST*1009	EPID DISEASE MID AGES TO PRES	A	3.00	12.0	FR01B		
5836389	BSE.UNDC	2021/WI	PHIL*1302	INTRO. TO THE HIST. OF PHIL II	A-	3.00	11.1	FR01B		
5836389	BSE.UNDC	2021/WI	SOCI*1603	INTRODUCTION TO CRIMINOLOGY	A-	3.00	11.1	FR01B		
5836389	BSSWE	2021/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA		3.00		FR01A		
5836389	BSSWE	2021/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES		0.00		FR01A		
5836389	BSSWE	2021/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL		2.00		FR07A		
5836389	BSSWE	2021/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS		4.00		FR05A		
5836389	BSSWE	2021/FA	PHYS*1091	EXPERIMENTS IN INTRO PHYSICS I		2.00		FR02A		
5836389	BSSWE	2021/FA	MATH*1013	INTRO TO CALCULUS II		3.00		FR01A		
5396095	BSSWE	2018/FA	CS*1073	INTR COMP PROG I (IN JAVA)	A	4.00	16.0	FR01A		
5396095	BSSWE	2018/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		FR01A		
5396095	BSSWE	2018/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA	A	3.00	12.0	FR01A		
5396095	BSSWE	2018/FA	PHYS*1081	FOUNDATIONS OF PHYS FOR ENGG	A	5.00	20.0	FR01A		
5396095	BSSWE	2018/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS	A	4.00	16.0	FR06A		
5396095	BSSWE	2018/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL	A	2.00	8.0	FR08A		
5396095	BSSWE	2018/FA	MATH*1053	ENRI'D INTRO TO CALC I	A+	3.00	12.9	FR01A		
5396095	BSSWE	2019/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	A	3.00	12.0	FR01B		
5396095	BSSWE	2019/WI	INFO*1103	DATA & INFORMATION MANAGEMENT	A	4.00	16.0	FR05B		
5396095	BSSWE	2019/WI	CHEM*1987	GENERAL APPLIED CHEMISTRY LAB	A	2.00	8.0	FR02B		
5396095	BSSWE	2019/WI	ECE*1813	ELECTRICITY & MAGNETISM	A	4.00	16.0	FR03B		
5396095	BSSWE	2019/WI	MATH*1063	ENR'D INTRO TO CALC II	A+	4.00	17.2	FR01B		
5396095	BSSWE	2019/WI	TME*2001	CREATI'TY, INNOV&VALU CREAT'N	C+	3.00	6.9	FR01B		
5396095	BSSWE	2019/WI	CS*1083	INTRO COMP PROG II (IN JAVA)	A-	4.00	14.8	FR03B		
5396095	BSSWE	2019/FA	CS*1303	DISCRETE STRUCTURES	A	4.00	16.0	FR01A		
5396095	BSSWE	2019/FA	ECE*2214	DIGITAL LOGIC DESIGN	A	3.00	12.0	FR01A		
5396095	BSSWE	2019/FA	ECE*2215	DIGITAL LOGIC DESIGN LAB	A	1.00	4.0	FR02A		
5396095	BSSWE	2019/FA	ECE*2701	ELECTR.CIRCUITS & ELECTRONICS	A-	4.00	14.8	FR02A		
5396095	BSSWE	2019/FA	STAT*2593	PROB & STAT FOR ENG	A+	3.00	12.9	FR01A		
5396095	BSSWE	2019/FA	CS*2043	SOFTWARE ENGINEERING I	A+	4.00	17.2	FR01A		
5396095	BSSWE	2019/FA	CS*2613	PROG LANG LAB	A	4.00	16.0	FR01A		
5396095	BSSWE	2020/WI	CS*COOP	CO-OP WORK TERM		0.00		FR01B		
5396095	BSSWE	2020/SM	CS*2263	SYSTEMS SOFTWARE DEVELOPMENT	A+	4.00	17.2	FRE1A		
5396095	BSSWE	2020/SM	CS*2333	COMPUTAB.& FORMAL LANG.	A	4.00	16.0	FRE1A		
5396095	BSSWE	2020/SM	ECE*3221	COMPUTER ORGANIZATION	A	4.00	16.0	FRE1A		
5396095	BSSWE	2020/SM	RCLP*2042	SCIENCE AND SOCIETY	A-	3.00	11.1	FRE1A		
5396095	BSSWE	2020/SM	BIOL*1009	BIOL PRINCIPLES,PART I ONLINE	C	3.00	6.0	FRL		
5396095	BSSWE	2020/FA	CS*2383	DATA STRUCTURES AND ALGORITHMS	W	4.00		FR01A		
